"","X","budget","popularity","production_countries","release_date","revenue","runtime","spoken_languages","vote_average","vote_classes","Comp_Universal","Comp_Paramount","Comp_Warner","Comp_20fox","Comp_Columbia","Comp_NewLine","Comp_Disney","Comp_VillageRoadshow","Comp_Miramax","Comp_Pixar","Comp_RelMedia","Comp_MGM","Comp_DreamWorks","Comp_Touchstone","Comp_CanalPlus","genere" 
"1612",1612,21000000,12790408,1,"07/09/2006",480314,87,1,5,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"1613",1613,30000000,3553352,1,"02/09/2007",14711793,160,1,7,"7 a 8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Western"
"1614",1614,30000000,4065212,0,"03/07/2011",108348,125,1,5,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"War"
"1616",1616,30000000,13268936,1,"23/09/2011",2527904,129,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Action"
"1622",1622,19000000,66242737,1,"11/07/2016",140752617,83,1,5.6,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Animation"
"1623",1623,29000000,71496894,1,"07/05/2015",287506194,115,1,6.8,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Music"
"1624",1624,28000000,35580032,1,"13/09/2005",186438883,136,1,7.3,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Music"
"1625",1625,30000000,8085872,1,"14/04/2000",37036004,127,1,5.9,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Comedy"
"1627",1627,30000000,18165957,1,"30/12/2002",33013805,113,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Thriller"
"1628",1628,29000000,893941,1,"20/08/2002",16930185,100,1,5,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"1629",1629,29000000,2055509,1,"07/04/2016",78636257,91,1,5.5,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1630",1630,12000000,12653831,1,"11/11/2004",24829644,87,1,4.9,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"1631",1631,29000000,24240361,1,"04/03/2005",21126225,103,1,6.8,"6 a 7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Fantasy"
"1632",1632,28000000,92982009,1,"25/11/1992",504050219,90,1,7.4,"7 a 8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Animation"
"1633",1633,28000000,6176233,1,"13/08/2015",201634991,147,1,7.7,"7 a 8",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Music"
"1634",1634,28000000,66976776,1,"23/05/1984",3.33e+08,118,1,7.1,"7 a 8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"1635",1635,30000000,7981116,1,"20/11/1998",100491683,79,1,5.7,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"1636",1636,60000000,21252797,1,"06/04/2001",105178561,104,1,6.1,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1637",1637,29000000,19237254,1,"06/05/2016",48902953,110,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1638",1638,29000000,27555646,1,"11/09/2003",98185582,102,1,6.2,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"1639",1639,28000000,66169628,1,"15/07/1988",140767956,131,1,7.5,"7 a 8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action"
"1640",1640,28000000,24917665,1,"03/02/2008",92380927,99,1,6.4,"6 a 7",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Comedy"
"1641",1641,28000000,57518472,1,"11/12/2015",133346506,130,1,7.3,"7 a 8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1642",1642,28000000,7534003,1,"06/02/2004",64445708,135,1,7,"7 a 8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"History"
"1643",1643,28000000,44529429,1,"19/03/2004",102356381,101,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"1644",1644,35000000,14949395,1,"26/01/2001",94728529,103,1,5.5,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1645",1645,30000000,14726338,0,"07/09/2013",17137302,115,0,6.5,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"1646",1646,21000000,2413081,1,"05/10/2001",71441250,110,1,7.4,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Drama"
"1647",1647,30000000,45915165,1,"25/04/2003",90259536,90,1,7.1,"7 a 8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Mystery"
"1648",1648,28000000,28043508,1,"31/10/2013",134402450,105,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1649",1649,28000000,26090746,1,"23/06/1981",195312802,127,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1650",1650,28000000,14530803,1,"05/10/2001",77516304,90,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Romance"
"1651",1651,27000000,13308127,1,"15/09/1994",101646581,99,1,5.5,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"1652",1652,28000000,380958,1,"28/09/2001",60780981,89,1,6.1,"6 a 7",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Comedy"
"1653",1653,28000000,37729059,1,"07/02/2013",97594140,115,1,6.9,"6 a 7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Romance"
"1654",1654,28000000,18650748,1,"16/07/1993",39514713,96,1,6.4,"6 a 7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Family"
"1655",1655,28000000,15794946,1,"25/07/2007",92601050,104,1,6.1,"6 a 7",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Comedy"
"1656",1656,28000000,45054936,1,"22/03/2010",96188903,117,1,7.1,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"1657",1657,28000000,25039383,1,"11/08/2011",40547440,83,1,5.6,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"1658",1658,28000000,6756771,1,"22/12/2000",33000337,99,1,4.6,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1659",1659,28000000,2214595,1,"08/10/2014",100654149,81,1,6.1,"6 a 7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Comedy"
"1660",1660,28000000,3658383,1,"16/09/2005",121147947,135,1,7.7,"7 a 8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drama"
"1661",1661,28000000,94056131,1,"25/06/1982",33139618,117,1,7.9,"7 a 8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"1662",1662,28000000,10703456,1,"13/04/1995",31596911,139,1,6.5,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"1663",1663,28000000,41638961,1,"14/02/2014",52597999,113,1,6,"6 a 7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drama"
"1664",1664,21000000,14518708,1,"25/05/2007",54926886,117,1,6.5,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Drama"
"1665",1665,35866397,375074,0,"12/12/2001",20217080,98,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Documentary"
"1666",1666,28000000,22074306,1,"12/05/2006",38159905,103,1,5.8,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fantasy"
"1667",1667,28000000,4436792,1,"01/10/1999",8888143,119,1,6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1668",1668,28000000,14639324,1,"15/01/2010",45236543,94,1,5.5,"5 a 6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Action"
"1669",1669,28000000,1767479,1,"11/07/1997",8345056,86,1,5.5,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fantasy"
"1670",1670,28000000,13145205,1,"24/08/2001",14010832,98,1,4.8,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"1671",1671,28000000,12921594,1,"11/09/2015",7002261,108,1,5.8,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1672",1672,28000000,28397048,1,"04/02/2016",16374328,108,1,5.5,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1673",1673,28000000,7039189,1,"25/12/1997",5684789,134,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Drama"
"1674",1674,27000000,16785866,0,"02/10/2008",17286299,110,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"1675",1675,28000000,4028635,1,"17/07/2013",60700000,103,1,6.3,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"1676",1676,24000000,6009644,0,"01/09/2006",23321954,145,0,5.6,"5 a 6",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action"
"1677",1677,28000000,25520976,0,"22/04/2014",68896829,90,1,5.7,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Drama"
"1678",1678,27500000,25633663,1,"05/06/1983",187500000,131,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"1679",1679,30000000,22527211,1,"01/06/2007",219076518,129,1,6.2,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1680",1680,30000000,2409152,1,"26/06/2009",95714875,109,1,7.1,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1681",1681,35000000,6248273,1,"08/02/2008",43650785,114,1,5.7,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1682",1682,8000000,9548391,1,"14/12/1984",27187653,163,1,6.9,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"History"
"1683",1683,15000000,12576381,0,"25/12/2006",49469904,92,1,6.9,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1684",1684,27500000,12741073,1,"07/09/2007",24748670,120,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1685",1685,27000000,16188572,1,"05/12/1991",96900000,113,1,6.7,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"1687",1687,27000000,18913,1,"03/10/1997",60527873,115,1,6.2,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1688",1688,27000000,44714264,1,"17/06/1980",115229890,133,1,7.5,"7 a 8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Music"
"1689",1689,27000000,11870301,1,"06/08/2008",44352417,117,1,6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1690",1690,27000000,28227984,1,"26/04/2002",1.29e+08,101,1,6.6,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1691",1691,27000000,11678561,1,"15/07/1999",56870414,82,1,5.5,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1692",1692,27000000,36921445,1,"24/02/2006",56308881,110,1,7.4,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1693",1693,27000000,17567332,1,"20/10/1983",21500000,193,1,7.3,"7 a 8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"History"
"1694",1694,30000000,16698316,0,"21/10/2011",15395087,130,1,6.3,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1695",1695,27000000,47862016,1,"05/04/1984",20158808,102,1,7,"7 a 8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Fantasy"
"1696",1696,27000000,39324831,1,"27/02/1998",27200316,100,1,7.2,"7 a 8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Science Fiction"
"1697",1697,25000000,5650125,1,"21/06/1985",11137801,109,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fantasy"
"1698",1698,27000000,3123583,1,"26/03/1998",7.6e+07,113,1,5.9,"5 a 6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1699",1699,27000000,23917982,1,"13/08/2009",2.9e+07,109,1,6.1,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"1700",1700,27000000,8715822,1,"27/08/2004",1.3e+07,99,1,5.5,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1701",1701,27000000,14788073,1,"18/08/2011",85564310,89,1,4.4,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"1702",1702,27000000,38279458,1,"12/05/2016",93282604,98,1,6.5,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1703",1703,28,9670031,0,"07/12/2001",14,93,1,5.9,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1705",1705,27000000,17193659,1,"07/05/2004",21148829,106,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1706",1706,25000000,831653,1,"17/10/2008",6673422,104,1,5.2,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1707",1707,26000000,31250383,1,"15/01/2009",183293131,91,1,5.2,"5 a 6",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Comedy"
"1708",1708,26000000,24345651,1,"03/08/2003",110230332,97,1,6,"6 a 7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Comedy"
"1709",1709,26000000,38473732,1,"11/08/2005",109449237,116,1,6.2,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1710",1710,25000000,31792964,1,"11/12/1998",289317794,122,1,6.8,"6 a 7",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"History"
"1711",1711,28000000,61309619,1,"18/09/2014",53181600,113,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mystery"
"1712",1712,15000000,5411154,1,"21/12/1990",201957688,111,1,5.8,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1713",1713,27000000,41832392,1,"06/08/2008",101624843,111,1,6.6,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"1714",1714,26000000,21988861,1,"31/07/1998",65705772,121,1,6.8,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1715",1715,22000000,19068175,1,"29/08/2003",68296293,139,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Western"
"1716",1716,26000000,24114459,1,"09/08/1990",61489265,115,1,6.3,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"1717",1717,22000000,20256571,1,"15/06/1977",50750000,175,1,6.9,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"War"
"1718",1718,26000000,8802626,1,"04/08/2005",57891803,85,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Horror"
"1719",1719,26000000,37355826,1,"31/01/2003",90426405,90,1,5.9,"5 a 6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Horror"
"1720",1720,26000000,39742009,1,"30/08/2000",71868327,106,1,7.3,"7 a 8",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Adventure"
"1721",1721,26000000,30981604,1,"21/01/2010",67918658,100,1,5.2,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"1722",1722,25000000,31893932,1,"18/04/2013",86175291,130,1,6.1,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"1723",1723,26000000,5894163,1,"17/03/2002",38793283,94,1,4.9,"0 a 5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Family"
"1725",1725,26000000,2207638,1,"27/01/2009",43318349,104,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"War"
"1726",1726,26000000,10925618,1,"03/12/2004",28818995,100,1,5.2,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Comedy"
"1727",1727,56000000,21219292,1,"08/12/2011",142044638,118,1,5.7,"5 a 6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Comedy"
"1728",1728,42000000,14831402,1,"03/08/2001",35402320,118,1,5.8,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Thriller"
"1729",1729,26000000,22520842,1,"09/03/2012",29657751,111,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Mystery"
"1730",1730,30000000,3314094,1,"24/02/2004",1.4e+07,110,1,4.8,"0 a 5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1731",1731,26000000,7964451,0,"29/11/1994",36800000,99,1,4.5,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fantasy"
"1735",1735,25530000,4475007,1,"17/05/1996",20080020,95,1,5.3,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"1736",1736,26000000,66097437,1,"10/07/2015",30523226,116,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"1737",1737,25000000,20679652,1,"31/08/2005",82466670,129,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mystery"
"1738",1738,30000000,38171417,1,"25/02/2004",611899420,127,0,6.9,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1739",1739,25000000,30884535,1,"24/11/1993",441286195,125,1,7,"7 a 8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1740",1740,25000000,49510658,1,"11/12/1988",412800000,133,1,7.6,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1741",1741,33000000,507453,1,"09/12/2008",269958228,116,1,7.8,"7 a 8",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Drama"
"1742",1742,25100000,10445391,1,"17/10/2008",29506464,131,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"History"
"1743",1743,25000000,80879032,1,"18/02/2008",226830568,93,1,7.2,"7 a 8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Thriller"
"1744",1744,26000000,3393914,1,"16/10/2014",35926213,117,1,7.2,"7 a 8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drama"
"1745",1745,25000000,26576385,1,"25/11/1992",411006740,129,1,6.1,"6 a 7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1746",1746,22000000,104469351,1,"29/11/1993",321365567,195,1,8.3,"8 a 10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"War"
"1747",1747,25000000,42191509,1,"09/08/2011",124272124,146,1,7.8,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Drama"
"1748",1748,28000000,20267062,1,"11/10/2013",8555008,128,1,5.7,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Thriller"
"1751",1751,30000000,2669592,1,"15/08/2003",114908830,97,1,5.8,"5 a 6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Horror"
"1752",1752,25000000,12739721,1,"21/12/2001",80936232,83,1,5.6,"5 a 6",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"1753",1753,25000000,46942396,1,"15/01/2008",170764026,85,1,6.4,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"1754",1754,25000000,15505137,1,"22/03/1991",7.8e+07,88,1,5.8,"5 a 6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Family"
"1755",1755,25000000,38272889,1,"02/06/1987",76270454,119,1,7.6,"7 a 8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"1756",1756,25000000,53645267,1,"08/11/2007",171600000,122,1,7.7,"7 a 8",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drama"
"1757",1757,25000000,28468,1,"07/01/2014",153997819,99,1,6.1,"6 a 7",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Action"
"1758",1758,25000000,35310712,1,"13/04/2001",281929795,97,1,6.5,"6 a 7",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Romance"
"1759",1759,25000000,28727731,1,"14/12/2000",152500343,121,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Romance"
"1760",1760,45000000,4340616,1,"02/07/2003",124914842,95,1,5.1,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Comedy"
"1761",1761,25000000,14604911,1,"25/12/2012",119772232,104,1,5.7,"5 a 6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1762",1762,25000000,38688822,1,"21/01/2011",147780440,107,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"1763",1763,25000000,30537845,1,"25/12/1993",56505065,130,1,7.4,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western"
"1764",1764,25000000,19750059,1,"20/03/2000",91036760,115,1,6,"6 a 7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"1765",1765,2800000,25939385,1,"06/06/1976",60922980,111,1,7.2,"7 a 8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"1766",1766,25000000,3164341,1,"10/02/2006",117719158,93,1,5.8,"5 a 6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Horror"
"1767",1767,25000000,26811541,1,"19/04/2012",99357138,101,1,6.8,"6 a 7",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Drama"
"1768",1768,60000000,40646102,1,"16/02/2007",137587063,96,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1769",1769,25000000,34160448,1,"17/10/2004",116766556,106,1,7.2,"7 a 8",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drama"
"1770",1770,25000000,48552871,1,"26/01/2012",77278331,117,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1771",1771,25000000,18228538,1,"27/01/2005",122644820,101,1,6.1,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1772",1772,26000000,29342744,1,"09/07/2004",90574188,94,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1773",1773,25000000,63654244,1,"12/09/1990",46836394,145,1,8.2,"8 a 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1774",1774,28000000,11859396,1,"14/03/2003",58795814,102,1,5,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Action"
"1775",1775,25000000,24356483,1,"21/10/2005",122489822,97,1,6.4,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Fantasy"
"1776",1776,25000000,70105981,1,"08/12/1983",65884703,170,1,8,"8 a 10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"1778",1778,23000000,21189028,0,"21/10/1987",43984230,163,1,7.4,"7 a 8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Drama"
"1779",1779,25000000,31364901,1,"12/01/2012",63100000,109,1,6.1,"6 a 7",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Drama"
"1780",1780,25000000,37817905,1,"28/12/2007",77208711,158,1,7.9,"7 a 8",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drama"
"1782",1782,25000000,6086083,1,"31/05/2002",41604473,86,1,5.5,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"1783",1783,25000000,1717372,1,"01/06/2005",39053061,119,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1784",1784,25000000,16936576,1,"06/07/2001",64437847,98,1,6.4,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Crime"
"1785",1785,25000000,25838073,1,"22/08/2008",70442940,97,1,5.6,"5 a 6",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Romance"
"1786",1786,25000000,5625632,1,"02/06/2005",36351350,105,1,5.4,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Comedy"
"1787",1787,25000000,17312433,1,"09/05/2014",38307627,124,1,6.6,"6 a 7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Drama"
"1788",1788,25000000,53811461,1,"11/08/2014",66980456,94,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"1789",1789,17000000,19045146,1,"08/08/2003",63102666,104,1,5.5,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"1790",1790,25000000,21729434,1,"21/09/2007",59192128,101,1,5.5,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1791",1791,25000000,12837116,1,"28/02/2003",56489558,101,1,5.8,"5 a 6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"1792",1792,25000000,20953265,1,"27/12/2002",41597830,114,1,7,"7 a 8",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Drama"
"1793",1793,20000000,1081439,1,"17/03/2006",33889159,105,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Romance"
"1794",1794,25000000,27683874,0,"22/03/2007",229736344,90,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"1795",1795,20000000,9855474,1,"26/08/2004",70992898,97,1,4.9,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"1796",1796,25500000,12756344,1,"22/08/2013",2415472,128,1,6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Thriller"
"1797",1797,25000000,29533437,1,"21/11/2007",66122026,114,1,7.1,"7 a 8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"1798",1798,30000000,14179538,1,"13/09/1998",82150642,124,1,7.1,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"History"
"1799",1799,25000000,14340095,1,"16/10/1998",50671850,89,1,5.5,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"1800",1800,25485000,9795985,1,"26/01/1970",29548291,144,1,6.9,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"War"
