"","X","budget","popularity","production_countries","release_date","revenue","runtime","spoken_languages","vote_average","vote_classes","Comp_Universal","Comp_Paramount","Comp_Warner","Comp_20fox","Comp_Columbia","Comp_NewLine","Comp_Disney","Comp_VillageRoadshow","Comp_Miramax","Comp_Pixar","Comp_RelMedia","Comp_MGM","Comp_DreamWorks","Comp_Touchstone","Comp_CanalPlus","genere" 
"511",511,75000000,61437586,1,"13/02/2004",196482882,99,1,6.6,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Comedy"
"512",512,50000000,31160542,1,"13/07/2007",90450008,117,1,6.5,"6 a 7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Comedy"
"513",513,80000000,15761384,1,"20/08/2004",78000586,114,1,4.7,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"515",515,75000000,71124686,1,"29/05/2013",117698894,115,1,7.3,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"516",516,80000000,38864027,1,"24/06/2010",271430189,102,1,6,"6 a 7",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Comedy"
"517",517,60000000,57753914,1,"17/06/2004",219417255,128,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Comedy"
"518",518,35000000,1325753,1,"16/01/2009",73034460,100,1,5.7,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Comedy"
"519",519,75000000,13318744,1,"08/12/2000",215663859,124,1,5.9,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Adventure"
"520",520,75000000,1870031,1,"19/12/2007",119000410,102,1,6.5,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"521",521,75000000,47094369,1,"20/09/2004",367275019,90,1,5.8,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Animation"
"522",522,70000000,14486311,1,"25/12/2006",154937680,134,1,6.6,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Drama"
"523",523,53000000,1861472,1,"04/03/2005",95226116,118,1,5.4,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Comedy"
"524",524,70000000,29035222,1,"22/12/2005",130358911,164,1,6.9,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Thriller"
"525",525,70000000,27055085,1,"07/03/2003",85632458,121,1,6.4,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"526",526,75000000,23004607,1,"04/06/2010",98159963,100,1,5.7,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"527",527,75000000,48744209,1,"13/08/2015",108145109,116,1,7.1,"7 a 8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"528",528,80000000,14209329,1,"17/12/2004",55041367,130,1,5.8,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Comedy"
"529",529,75000000,36368839,1,"21/07/2006",140175006,91,1,6.3,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Animation"
"530",530,75000000,24353302,1,"12/10/2001",67631903,123,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Comedy"
"531",531,55000000,19143321,1,"07/07/1995",127600435,134,1,5.9,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"533",533,75000000,37917002,1,"10/11/2011",226904017,110,1,5.7,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"534",534,52000000,23663713,1,"09/03/2005",77944725,113,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Action"
"535",535,75000000,1444381,1,"16/06/2000",36754634,94,1,6.3,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"536",536,75000000,10605084,1,"09/06/2003",51142659,116,1,5,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"537",537,75000000,11873856,1,"23/10/1998",14567883,99,1,6.1,"6 a 7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"War"
"539",539,75000000,8098369,1,"23/02/2001",5409517,93,1,4.3,"0 a 5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"540",540,45000000,20374308,1,"17/12/2004",21009180,113,1,5.7,"5 a 6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action"
"541",541,75000000,42006908,1,"13/11/2000",248118121,106,1,6.9,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Thriller"
"542",542,74000000,875581305,1,"17/06/2015",1156730962,91,1,6.4,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"543",543,82000000,39127082,1,"24/03/2011",89792502,110,1,5.9,"5 a 6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"544",544,73000000,20790703,1,"07/08/1998",103891409,98,1,5.8,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Thriller"
"545",545,75000000,1865988,1,"13/02/1998",13100000,134,1,5.8,"5 a 6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"546",546,73000000,45720894,1,"11/05/2016",349779543,97,1,5.9,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Animation"
"547",547,70000000,21789615,1,"07/02/2008",111231041,112,1,5.4,"5 a 6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"548",548,75000000,20199057,1,"31/07/2009",61458982,146,1,5.7,"5 a 6",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Comedy"
"549",549,70000000,26123705,1,"22/08/2007",86658558,110,1,6.5,"6 a 7",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Action"
"550",550,72500000,12599836,1,"04/08/2006",162966177,116,1,6.2,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Comedy"
"551",551,70000000,13543053,1,"22/06/2001",176104344,87,1,4.9,"0 a 5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"552",552,72000000,60722162,1,"24/05/1995",2.1e+08,177,1,7.7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"553",553,72000000,32227223,1,"04/11/2005",96889998,125,1,6.6,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"War"
"554",554,75000000,46875375,1,"25/07/2007",527068851,87,1,6.9,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"555",555,72000000,11215702,1,"21/12/2001",37317558,152,1,6.6,"6 a 7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drama"
"556",556,94000000,8468586,1,"27/04/2001",54744738,116,1,4.5,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"557",557,74500000,8884318,0,"07/04/2004",62172050,109,1,6.9,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Adventure"
"558",558,60000000,27491891,1,"30/07/2004",256697520,108,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Thriller"
"559",559,71000000,21462935,1,"22/06/1998",294456605,85,1,5.4,"5 a 6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"560",560,72000000,28848187,1,"02/08/2002",408247917,106,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Thriller"
"561",561,150000000,47320801,1,"19/05/2004",919838758,93,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Animation"
"562",562,120000000,82643036,1,"08/06/2006",461983149,117,1,6.6,"6 a 7",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Animation"
"563",563,70000000,20230535,1,"30/07/1999",309457509,116,1,5.7,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Comedy"
"564",564,70000000,46217769,1,"09/08/2002",277448382,124,1,5.8,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"565",565,74000000,36952268,1,"05/02/2015",311594032,93,1,5.8,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"566",566,80000000,16411345,1,"08/11/1996",309492681,117,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Thriller"
"567",567,70000000,72595961,1,"18/08/2009",319131050,153,1,7.9,"7 a 8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"568",568,70000000,33648404,1,"11/12/1991",300854823,144,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fantasy"
"569",569,70000000,5769847,1,"02/07/1990",240031094,124,1,6.6,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action"
"570",570,80000000,34052253,1,"08/08/2003",116643346,117,1,5.8,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"571",571,68000000,27299301,1,"10/12/2001",203388341,136,1,6.5,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"572",572,75000000,20219385,1,"21/07/2006",42285169,110,1,5.3,"5 a 6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"573",573,70000000,42957216,1,"12/08/2004",171183863,101,1,5.5,"5 a 6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"574",574,75000000,29412262,1,"21/12/2009",443140005,88,1,5.4,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"575",575,75000000,19708731,1,"01/03/2002",114660784,138,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"576",576,70000000,59428223,1,"20/03/2013",161025640,120,1,6.2,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"577",577,70000000,19711951,1,"10/12/1998",1.18e+08,103,1,6.3,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"578",578,70000000,49199234,1,"08/03/2011",202466756,116,1,5.5,"5 a 6",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Science Fiction"
"579",579,70000000,46199482,1,"25/12/2003",122919055,125,1,7.6,"7 a 8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Comedy"
"580",580,66000000,29505574,1,"25/12/2011",177584879,146,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"War"
"581",581,70000000,43873266,1,"24/01/2014",154984035,118,1,5.8,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"582",582,70000000,24961625,1,"09/08/1989",90000098,139,1,7.1,"7 a 8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action"
"583",583,70000000,2325645,1,"02/09/2010",134748021,133,1,5.8,"5 a 6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"584",584,70000000,64457947,1,"01/10/2014",215529201,92,1,6.2,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"585",585,70000000,20089933,1,"06/11/1998",116672912,116,1,6,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action"
"586",586,70000000,48032734,1,"09/08/2007",135560026,127,1,7.1,"7 a 8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"587",587,70000000,1692991,1,"12/09/1997",131457682,136,1,7,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"588",588,70000000,14780634,1,"13/01/2011",67112664,111,1,5.2,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"589",589,70000000,14086292,1,"07/06/2002",65977295,116,1,5.4,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Action"
"590",590,60000000,29261348,1,"20/10/2005",55987321,105,1,5,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"591",591,70000000,13267631,1,"31/10/2002",33561137,97,1,5.2,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"592",592,70000000,58401204,1,"19/01/2012",160112671,88,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"593",593,75000000,23515938,1,"13/06/2012",59418613,123,1,6,"6 a 7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Comedy"
"594",594,70000000,14244518,1,"15/02/2002",32287044,125,1,5.9,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"War"
"595",595,66000000,29501489,1,"23/09/2011",57777106,116,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"596",596,70000000,837378,1,"20/09/2002",19924033,91,1,4.3,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"597",597,70000000,10930537,1,"16/01/1998",19870567,97,1,5.5,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"598",598,75000000,1054544,1,"07/08/2001",13596911,95,1,5.9,"5 a 6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"599",599,70000000,6682006,1,"13/06/2013",18662027,88,1,5.9,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"600",600,70000000,46832372,1,"13/01/2015",17752940,133,1,5.1,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"601",601,70000000,24664776,1,"17/09/2004",57958696,107,1,5.7,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"602",602,70000000,13483387,1,"29/03/2006",38629478,114,1,4.6,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"603",603,50000000,44478043,1,"09/10/2013",122915111,115,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"604",604,70000000,25020428,1,"10/01/2014",61279452,99,1,4.4,"0 a 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"605",605,68000000,22392544,1,"31/05/2002",1.93e+08,124,1,5.9,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"606",606,68000000,107069763,1,"23/06/2010",698491347,124,1,5.8,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fantasy"
"607",607,68000000,22572323,1,"13/07/2001",71069884,124,1,6.7,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"608",608,69000000,113858273,1,"08/07/2010",543513985,95,1,7.1,"7 a 8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"609",609,60000000,10004564,1,"21/11/1995",35431113,103,1,5.4,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"610",610,68000000,68734513,1,"25/06/2015",217022588,115,1,6.2,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"611",611,70000000,18888806,0,"17/05/2009",39041505,127,1,6.9,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"History"
"612",612,68000000,12948627,1,"06/08/1999",29762011,121,1,5.7,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"613",613,36000000,2711589,1,"25/02/2011",83160734,105,1,5.4,"5 a 6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Comedy"
"614",614,90000000,26153669,1,"28/10/1999",60289912,157,1,7.3,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Drama"
"615",615,80000000,28223664,1,"25/01/2016",52099090,114,1,6.3,"6 a 7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Action"
"616",616,70000000,37507136,1,"10/10/2008",113280098,128,1,6.5,"6 a 7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"617",617,69000000,11023691,1,"30/07/2010",86387857,114,1,5.5,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Comedy"
"618",618,69000000,38634767,1,"20/06/2012",112265139,94,1,5.5,"5 a 6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Fantasy"
"619",619,66000000,25877794,1,"29/04/1999",212404396,112,1,6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"620",620,66000000,1859991,1,"19/06/1998",189198313,121,1,6.6,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"621",621,67000000,12282911,0,"19/04/2007",25303038,102,1,5,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"622",622,70000000,76041867,1,"24/07/1998",481840909,169,1,7.9,"7 a 8",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"War"
"623",623,66000000,5481489,1,"13/03/2014",203277636,130,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Action"
"624",624,70000000,3139165,1,"15/12/2000",374111707,127,1,6.1,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Romance"
"625",625,59000000,99561972,1,"10/03/2002",383257136,81,1,7.1,"7 a 8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"626",626,68000000,26792794,1,"21/03/2003",75715436,136,1,5.3,"5 a 6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Horror"
"627",627,65000000,36307296,1,"09/11/2012",275293450,149,1,6.7,"6 a 7",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"History"
"628",628,63000000,104309993,1,"30/03/1999",463517383,136,1,7.9,"7 a 8",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Science Fiction"
"629",629,52000000,68140214,1,"30/06/1995",355237933,140,1,7.3,"7 a 8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"630",630,65000000,14646884,1,"31/10/2002",172855065,104,1,5.5,"5 a 6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Comedy"
"631",631,61000000,48356214,1,"18/12/2012",441809770,157,1,7.1,"7 a 8",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drama"
"632",632,65000000,28540267,1,"17/12/1998",250821495,119,1,6.3,"6 a 7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"633",633,65000000,22977983,1,"25/07/2008",128107642,98,1,6.5,"6 a 7",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Comedy"
"634",634,95000000,31086791,1,"16/07/1998",250288523,136,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"635",635,65000000,43865294,1,"04/11/2010",211780824,95,1,6.2,"6 a 7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"636",636,65000000,43055253,1,"25/12/2014",163442937,137,1,7.3,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"637",637,65000000,15772081,1,"31/07/2000",128884132,130,1,6.3,"6 a 7",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Action"
"638",638,70000000,2619909,1,"28/05/1993",255000211,112,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Action"
"639",639,50000000,22769108,1,"09/02/1996",150270147,108,1,5.7,"5 a 6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action"
"640",640,65000000,18281798,1,"07/07/2000",69700000,104,1,6,"6 a 7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Comedy"
"641",641,63000000,24697533,1,"09/08/2006",162945894,128,1,5.9,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"643",643,65000000,31349143,1,"15/05/2012",179379533,83,1,5.9,"5 a 6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"644",644,65000000,27870312,1,"14/07/1999",162091208,159,1,7.1,"7 a 8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"645",645,65000000,33439187,1,"19/12/2014",133821816,119,1,6,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Drama"
"646",646,50100000,59634029,1,"25/02/2015",153962963,105,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"647",647,65000000,38994297,1,"14/02/2012",156974557,103,1,5.9,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"648",648,65000000,49660055,1,"08/12/2004",128905366,123,1,5.7,"5 a 6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Action"
"649",649,4200000,11743085,1,"10/08/1984",38376497,114,1,6.4,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"651",651,65000000,6227675,1,"12/09/2012",240159255,95,1,5.6,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction"
"652",652,45000000,4257877,1,"22/08/2008",73762516,105,1,6,"6 a 7",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Action"
"653",653,65000000,15858629,1,"11/10/1996",89456761,120,1,6.5,"6 a 7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Action"
"655",655,65000000,15194239,1,"06/11/2005",64321501,101,1,6.1,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Action"
"656",656,63000000,146757391,1,"15/10/1999",100853753,139,1,8.3,"8 a 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"657",657,65000000,8629665,1,"12/12/2006",43545364,124,1,6.7,"6 a 7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"658",658,65000000,16803457,1,"23/05/1991",17218080,100,1,5.4,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"660",660,65000000,31324734,1,"22/01/2014",71154592,92,1,5,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horror"
"661",661,50000000,20415572,0,"23/09/2005",42093706,130,1,6.7,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"662",662,43000000,28613892,1,"13/01/2005",56681566,97,1,4.8,"0 a 5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action"
"663",663,65000000,85428395,1,"20/08/2014",39407616,102,1,6.3,"6 a 7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Thriller"
"664",664,64000000,4137237,1,"08/10/1999",74608570,133,1,5.3,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Drama"
"665",665,55000000,60246978,1,"10/09/2015",203427584,121,1,6.7,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"666",666,50000000,42551902,0,"13/09/2006",132180323,147,1,7.1,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"667",667,63000000,40137264,1,"26/07/2002",296655431,94,1,5.9,"5 a 6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Comedy"
"668",668,65000000,24857079,1,"15/10/2009",44091067,94,1,6.1,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"669",669,63000000,40413191,1,"11/06/1993",920100000,127,1,7.6,"7 a 8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure"
"670",670,63000000,13859307,1,"24/06/1994",25052000,191,1,6.5,"6 a 7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Western"
"671",671,62000000,18832471,1,"03/08/1994",215887717,141,1,6.4,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"672",672,65000000,9568884,0,"19/02/2015",121545703,127,1,5.9,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"673",673,64000000,12421504,1,"31/08/2006",101595121,98,1,5.3,"5 a 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"674",674,62000000,18096884,1,"20/04/2000",127666415,116,1,6.1,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Action"
"675",675,62000000,11056763,1,"17/11/1995",107879496,106,1,6.5,"6 a 7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Comedy"
"676",676,62000000,13218008,1,"20/06/2008",41819064,87,1,4.3,"0 a 5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"677",677,62000000,11262655,1,"23/02/2001",18720175,125,1,5.8,"5 a 6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"678",678,44000000,68717016,1,"25/12/2015",155760117,167,1,7.6,"7 a 8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
"680",680,63000000,16791058,0,"30/03/2011",183953723,95,1,5.5,"5 a 6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animation"
"681",681,65000000,65197968,1,"09/12/2006",422610419,117,1,7,"7 a 8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"682",682,80000000,32829538,1,"22/12/2004",516642939,115,1,6.1,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Comedy"
"683",683,60000000,30951203,1,"25/12/2008",244082376,115,1,6.9,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy"
"684",684,60000000,103698022,1,"10/12/1999",284600000,189,1,8.2,"8 a 10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"686",686,150000000,47973995,1,"04/11/2005",314432665,81,1,5.6,"5 a 6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Animation"
"687",687,61000000,143041543,1,"01/10/2014",369330363,145,1,7.9,"7 a 8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"688",688,60000000,86476817,1,"14/06/2002",214034224,119,1,7.3,"7 a 8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"689",689,58000000,59824565,1,"16/11/1995",352194034,130,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"690",690,60000000,18345613,1,"18/06/1999",149705852,116,1,6.1,"6 a 7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thriller"
"691",691,60000000,56488027,1,"04/06/1998",264118201,103,1,7.8,"7 a 8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Drama"
"692",692,70000000,29464852,1,"15/12/1998",218613188,99,1,6.8,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Animation"
"693",693,60000000,18106021,1,"03/05/2003",164433867,92,1,5.6,"5 a 6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Comedy"
"694",694,61000000,42881415,1,"02/08/2013",131940411,109,1,6.6,"6 a 7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action"
"695",695,60000000,18735024,1,"04/07/2001",93375151,87,1,5,"5 a 6",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Comedy"
"696",696,60000000,62766854,1,"30/05/2003",176070171,110,1,6.6,"6 a 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime"
